ID,PSD
242,328.7697804
243,238.2103584
244,221.1252019
245,273.0850896
246,360.4531642
247,435.3430496
248,458.5960423
249,418.8174721
250,335.1858908
251,243.2414008
252,175.4293479
253,148.767409
254,162.3875912
255,200.8395692
256,240.615042
257,259.9498651
258,248.9532732
259,213.4539999
260,169.479204
261,133.2871037
262,114.4744889
263,114.4695308
264,127.739214
265,144.0675958
266,152.8553756
267,148.5786561
268,133.1916071
269,113.1271471
270,94.37990043
271,80.66415343
272,74.48367971
273,76.93747454
274,85.30753043
275,92.67128875
276,92.30850279
277,83.03915948
278,69.57590748
279,57.8242983
280,50.71296513
281,48.15078256
282,48.91745126
283,51.19161182
284,52.33230877
285,50.24242909
286,45.44790824
287,40.71513375
288,38.02427723
289,36.64463593
290,34.67049494
291,31.58539781
292,28.39266771
293,25.82820309
294,23.77182085
295,22.40745069
296,22.54006185
297,24.03645728
298,24.97441777
299,23.52420374
300,20.30338214
301,17.70480225
302,16.87045971
303,16.46508499
304,14.85545947
305,12.44876229
306,10.95366624
307,10.9548123
308,11.38810638
309,11.29167048
310,10.87825508
311,10.52077987
312,9.762410953
313,8.208106532
314,6.750115458
315,6.765164197
316,8.155226194
317,9.194003462
318,8.598352954
319,6.929830724
320,5.488759846
321,4.606009144
322,3.857231806
323,3.444960035
324,4.164044768
325,5.869367089
326,7.065175031
327,6.649029965
328,5.370732606
329,4.758055524
330,5.003627435
331,4.880089662
332,3.712588182
333,2.42257671
334,2.185989678
335,2.835869059
336,3.318940776
337,3.274180658
338,3.287135507
339,3.70753542
340,4.136132193
341,4.320120373
342,4.721760481
343,5.609823443
344,6.174785472
345,5.390008384
346,3.555357981
347,2.121061202
348,1.856043959
349,1.990446007
350,1.56343617
351,0.895957618
352,0.974056007
353,1.777683848
354,2.192576102
355,1.650064188
356,0.958983479
357,1.064459263
358,1.657112632
359,1.720098497
360,1.084125975
361,0.596969634
362,0.76868885
363,1.077240909
364,0.929627931
365,0.618515745
366,0.737528161
367,1.098719819
368,1.001729364
369,0.44920855
370,0.278264236
371,0.87384237
372,1.469708661
373,1.228692827
374,0.511596155
375,0.369993007
376,0.992999072
377,1.445957202
378,1.066752455
379,0.389167995
380,0.263614523
381,0.615329459
382,0.716661922
383,0.405047939
384,0.270080966
385,0.593960797
386,0.841851286
387,0.551823072
388,0.157128212
389,0.349856108
390,0.954107159
391,1.124181226
392,0.619086495
393,0.181472285
394,0.416363256
395,0.89606897
396,0.856121241
397,0.370088761
398,0.18322865
399,0.518454277
400,0.75701999
401,0.467370538
402,0.11438544
403,0.314200059
404,0.826949108
405,0.898403589
406,0.42273153
407,0.100808544
408,0.354323762
409,0.703378631
410,0.559597445
411,0.153697704
412,0.138465896
413,0.529655615
414,0.683984229
415,0.340715979
416,0.05365654
417,0.314366553
418,0.755832709
419,0.707978005
420,0.240062792
421,0.053503917
422,0.396732098
423,0.701648391
424,0.49095301
425,0.112876256
426,0.162256813
427,0.532773517
428,0.605150292
429,0.252115775
430,0.047655726
431,0.347036113
432,0.705654933
433,0.567492915
434,0.139027976
435,0.068724419
436,0.437701936
437,0.647534527
438,0.368951695
439,0.04994091
440,0.194929446
441,0.568759264
442,0.579387482
443,0.218009287
444,0.064784009
445,0.362635001
446,0.634178276
447,0.442454233
448,0.081346574
449,0.104524997
450,0.449551754
451,0.547730686
452,0.236947118
453,0.021886417
454,0.268410271
455,0.612968246
456,0.526898208
457,0.146186691
458,0.0581388
459,0.383744157
460,0.599211828
461,0.366198043
462,0.055298409
463,0.148400943
464,0.479167204
465,0.509637936
466,0.189087697
467,0.028228371
468,0.280506538
469,0.538918811
470,0.387422334
471,0.06708315
472,0.096168549
473,0.445952119
474,0.579105727
475,0.291767082
476,0.031002743
477,0.191102568
478,0.501443339
479,0.464192925
480,0.140085385
481,0.042783284
482,0.321338228
483,0.528979109
484,0.335473011
485,0.047018725
486,0.114642321
487,0.41956316
488,0.468846391
489,0.183173536
490,0.022410661
491,0.252142228
492,0.518186601
493,0.404586837
494,0.090681619
495,0.067972415
496,0.366307119
497,0.510969543
498,0.27288785
499,0.025044071
500,0.149148332
501,0.436959805
502,0.427902173
503,0.138558383
504,0.028835732
505,0.268199838
506,0.470539683
507,0.312997031
508,0.050307408
509,0.108325173
510,0.404943018
511,0.476768284
512,0.210115802
513,0.019083049
514,0.191927353
515,0.441344704
516,0.365519272
517,0.084655926
518,0.046735743
519,0.31575548
520,0.470722439
521,0.271168955
522,0.033732243
523,0.128322557
524,0.396046305
525,0.407174859
526,0.143490384
527,0.023409858
528,0.236098219
529,0.443010773
530,0.316136145
531,0.056017861
532,0.070969341
533,0.330829385
534,0.419193615
535,0.196117085
536,0.018322056
537,0.170869414
538,0.414287678
539,0.363965655
540,0.098571372
541,0.034843513
542,0.269835481
543,0.43099646
544,0.266240651
545,0.037876941
546,0.102267768
547,0.347144295
548,0.376124802
549,0.140961525
550,0.016685845
551,0.204121305
552,0.410139485
553,0.311371808
554,0.064680354
555,0.057256233
556,0.295173639
557,0.397714509
558,0.201666863
559,0.016899181
560,0.132737113
561,0.361111119
562,0.338142481
563,0.101595609
564,0.028823738
565,0.237208503
566,0.398582141
567,0.25893709
568,0.038244387
569,0.079983693
570,0.309405757
571,0.357267641
572,0.147636554
573,0.016295083
574,0.175351192
575,0.375640546
576,0.301135209
577,0.068641611
578,0.042226872
579,0.258614121
580,0.372504357
581,0.204270231
582,0.021382347
583,0.111930624
584,0.32945788
585,0.327972564
586,0.110160309
587,0.02015343
588,0.19684381
589,0.35626712
590,0.24468251
591,0.040542
592,0.069115588
593,0.285462591
594,0.346090522
595,0.153938483
596,0.012353918
597,0.145374842
598,0.344300281
599,0.297679198
600,0.080615932
601,0.032010522
602,0.219242687
603,0.337608867
604,0.197394237
605,0.022738948
606,0.091868918
607,0.294373511
608,0.307980466
609,0.111107363
610,0.016753433
611,0.175528094
612,0.336954297
613,0.246292625
614,0.04692634
615,0.052228325
616,0.250455563
617,0.325915077
618,0.159449033
619,0.014716084
620,0.118636211
621,0.303331704
622,0.274712286
623,0.078441245
624,0.025178743
625,0.197158268
626,0.319487324
627,0.197591634
628,0.025192038
629,0.075910303
630,0.269540337
631,0.299986173
632,0.120091648
633,0.0151205
634,0.150623686
635,0.3115221
636,0.243231864
637,0.052828141
638,0.037363083
639,0.214893165
640,0.300097013
641,0.158144315
642,0.015563098
643,0.097648206
644,0.271332513
645,0.258884589
646,0.079949361
647,0.019907554
648,0.176570556
649,0.304772953
650,0.203746495
651,0.032701844
652,0.057087149
653,0.230345741
654,0.272395402
655,0.115973189
656,0.011709642
657,0.128071895
658,0.283038193
659,0.232369237
660,0.056154111
661,0.031704679
662,0.195609948
663,0.287666385
664,0.162660839
665,0.017643722
666,0.078262002
667,0.243227213
668,0.247802245
669,0.084562626
670,0.015887089
671,0.159421501
672,0.299227324
673,0.219147025
674,0.041088546
675,0.050922963
676,0.285225195
677,0.492732844
678,0.486753215
679,0.347584792
680,0.252864507
681,0.303985581
682,0.601038603
683,1.270672556
684,2.197690257
685,2.844704869
686,2.643992763
687,1.644421135
688,0.558877898
689,0.041374979
690,0.065273165
691,0.15608682
692,0.075848473
693,0.011906079
694,0.130997197
695,0.268047756
696,0.205899586
697,0.042168593
698,0.037908416
699,0.199074519
700,0.267360316
701,0.133625189
702,0.011977136
703,0.098126715
704,0.257436546
705,0.238261987
706,0.070615498
707,0.018082617
708,0.161005989
709,0.271395896
710,0.174951195
711,0.025165694
712,0.057831504
713,0.218012912
714,0.249601911
715,0.102048219
716,0.008886029
717,0.116363215
718,0.252637928
719,0.201651038
720,0.045232662
721,0.031824278
722,0.18226986
723,0.257843798
724,0.139179901
725,0.014507105
726,0.080386266
727,0.230727901
728,0.225998144
729,0.072747745
730,0.012461507
731,0.13929592
732,0.252413784
733,0.174386938
734,0.029800556
735,0.045003882
736,0.189793742
737,0.228930803
738,0.098520046
739,0.008078757
740,0.106824889
741,0.244639163
742,0.207324532
743,0.053926212
744,0.023027422
745,0.157439011
746,0.240216568
747,0.139979917
748,0.017184709
749,0.067026797
750,0.20936777
751,0.216959997
752,0.076548675
753,0.009714463
754,0.121610959
755,0.23496705
756,0.171302628
757,0.032760227
758,0.039028734
759,0.17941085
760,0.230919508
761,0.111707584
762,0.009346104
763,0.082763433
764,0.211841274
765,0.190203674
766,0.053078019
767,0.020071978
768,0.145346209
769,0.231096286
770,0.141196259
771,0.017249961
772,0.054813348
773,0.19447553
774,0.216205792
775,0.08643929
776,0.009080371
777,0.102211278
778,0.213552515
779,0.164720031
780,0.03448118
781,0.032169682
782,0.163999209
783,0.222347282
784,0.114509103
785,0.009523133
786,0.071025556
787,0.199627509
788,0.191537956
789,0.060556115
790,0.014050896
791,0.123492588
792,0.212603621
793,0.138657664
794,0.019181528
795,0.044958288
796,0.17704022
797,0.208181767
798,0.090466295
799,0.009949304
800,0.09146014
801,0.202200733
802,0.164203536
803,0.037218664
804,0.023551797
805,0.146734259
806,0.213658385
807,0.119637827
808,0.013098294
809,0.060263325
810,0.183405505
811,0.185964821
812,0.064189105
813,0.011474942
814,0.110609531
815,0.202993693
816,0.141221425
817,0.023230278
818,0.036810583
819,0.161663798
820,0.201226619
821,0.093274004
822,0.007476595
823,0.076712012
824,0.18831285
825,0.164420844
826,0.043855991
827,0.01916597
828,0.130437451
829,0.20182374
830,0.120352131
831,0.014430238
832,0.050054525
833,0.168699573
834,0.181479929
835,0.0685907
836,0.00925378
837,0.096469614
838,0.190050081
839,0.140202629
840,0.025798403
841,0.029302926
842,0.14720144
843,0.194990236
844,0.098368199
845,0.009511815
846,0.065659537
847,0.173401697
848,0.159226796
849,0.045631391
850,0.014680581
851,0.118032278
852,0.194099028
853,0.123494031
854,0.017593519
855,0.041930618
856,0.154930405
857,0.175410946
858,0.070489977
859,0.007217928
860,0.087038337
861,0.184662762
862,0.146353261
863,0.032909858
864,0.022849746
865,0.130076454
866,0.183110083
867,0.097475942
868,0.009109916
869,0.058322085
870,0.167478544
871,0.164107383
872,0.053462846
873,0.009236399
874,0.098703123
875,0.178031037
876,0.121775506
877,0.021202766
878,0.037786042
879,0.146022398
880,0.173936473
881,0.076130935
882,0.005778972
883,0.071898334
884,0.167326842
885,0.139715489
886,0.033567856
887,0.019400085
888,0.122725685
889,0.182644749
890,0.105614323
891,0.012713487
892,0.048085655
893,0.152347302
894,0.158588918
895,0.0571403
896,0.00965222
897,0.091869302
898,0.173644351
899,0.125393462
900,0.022714771
901,0.025586647
902,0.125309465
903,0.160564646
904,0.07538397
905,0.008263241
906,0.070983486
907,0.168932938
908,0.149005462
909,0.041439747
910,0.012697355
911,0.103808101
912,0.16757273
913,0.10256546
914,0.012818698
915,0.041518991
916,0.14365134
917,0.157671235
918,0.06144929
919,0.006667428
920,0.078250464
921,0.160786351
922,0.122768652
923,0.025298265
924,0.0243217
925,0.122396806
926,0.164265921
927,0.083205982
928,0.00733528
929,0.057139347
930,0.154688997
931,0.146365716
932,0.044876592
933,0.008489731
934,0.091576592
935,0.160856352
936,0.107610102
937,0.018371959
938,0.035243799
939,0.129835964
940,0.14972391
941,0.062028404
942,0.006245245
943,0.072493122
944,0.15761791
945,0.127814475
946,0.030082483
947,0.017622342
948,0.10777251
949,0.155797012
950,0.085056435
951,0.008224671
952,0.047984444
953,0.1421695
954,0.142211725
955,0.048453406
956,0.00944466
957,0.086746251
958,0.157795306
959,0.109990567
960,0.018304999
961,0.026075107
962,0.118836476
963,0.148787629
964,0.069203276
965,0.006764441
966,0.058967768
967,0.139844224
968,0.118553338
969,0.029134228
970,0.016979848
971,0.106630904
972,0.160218701
973,0.094058014
974,0.01116094
975,0.03962584
976,0.131805161
977,0.140827746
978,0.052494386
979,0.00613957
980,0.07320785
981,0.145033501
982,0.10657967
983,0.019526614
984,0.024373946
985,0.117111002
986,0.154345454
987,0.078647603
988,0.007959673
989,0.049071039
990,0.131105551
991,0.120874101
992,0.034741151
993,0.010924992
994,0.088241255
995,0.143980972
996,0.089355975
997,0.011342297
998,0.035150977
999,0.125340112
1000,0.141087741
1001,0.058218783
1002,0.006633242
1003,0.064684321
1004,0.136620926
1005,0.106330832
1006,0.022362501
1007,0.020577994
1008,0.10760559
1009,0.148857248
1010,0.080241573
1011,0.008427261
1012,0.041759899
1013,0.120508364
1014,0.114770453
1015,0.033037991
1016,0.009330425
1017,0.088986518
1018,0.153398406
1019,0.104404055
1020,0.017863438
1021,0.024381972
1022,0.105940225
1023,0.128485884
1024,0.056208884
1025,0.007146171
1026,0.063493589
1027,0.13919902
1028,0.115337808
1029,0.028316392
1030,0.012450541
1031,0.088245365
1032,0.131828139
1033,0.073023382
1034,0.007146265
1035,0.043165196
1036,0.129334264
1037,0.133093543
1038,0.049118912
1039,0.006809461
1040,0.066415513
1041,0.126765226
1042,0.089029023
1043,0.014822438
1044,0.027301588
1045,0.112997296
1046,0.140209422
1047,0.066223175
1048,0.005522572
1049,0.050447793
1050,0.12710315
1051,0.113316303
1052,0.031373971
1053,0.011372026
1054,0.084751714
1055,0.135186274
1056,0.083253409
1057,0.011407075
1058,0.032141098
1059,0.109841275
1060,0.118866245
1061,0.04440057
1062,0.006329591
1063,0.068177126
1064,0.134816576
1065,0.101976573
1066,0.02107608
1067,0.018296926
1068,0.09586146
1069,0.129607298
1070,0.065852163
1071,0.005615833
1072,0.043731384
1073,0.118679483
1074,0.110943919
1075,0.033188696
1076,0.010363213
1077,0.081281373
1078,0.136175846
1079,0.089253529
1080,0.013445181
1081,0.024948083
1082,0.10093138
1083,0.118081185
1084,0.049061601
1085,0.004982354
1086,0.057732184
1087,0.125117458
1088,0.101016332
1089,0.023643673
1090,0.015042588
1091,0.088041487
1092,0.126555949
1093,0.069682996
1094,0.00738584
1095,0.03689844
1096,0.108725323
1097,0.106620732
1098,0.033686116
1099,0.008184198
1100,0.075117829
1101,0.132752961
1102,0.091740262
1103,0.015866046
1104,0.021933133
1105,0.096816603
1106,0.12004307
1107,0.054864943
1108,0.005316783
1109,0.050287238
1110,0.118478241
1111,0.101835002
1112,0.026614373
1113,0.010998215
1114,0.077553139
1115,0.118476132
1116,0.068007481
1117,0.007382149
1118,0.035372502
1119,0.110225124
1120,0.114662407
1121,0.041710368
1122,0.006788483
1123,0.066001352
1124,0.127350519
1125,0.095028552
1126,0.019157002
1127,0.015716606
1128,0.084636509
1129,0.11305169
1130,0.055979456
1131,0.00672107
1132,0.046494046
1133,0.113765188
1134,0.101500838
1135,0.027754418
1136,0.008238918
1137,0.07372923
1138,0.121399385
1139,0.077084751
1140,0.011627898
1141,0.027819501
1142,0.097872188
1143,0.108745647
1144,0.042412751
1145,0.004602263
1146,0.056648512
1147,0.117581872
1148,0.091980462
1149,0.020970923
1150,0.017092209
1151,0.086242827
1152,0.118569026
1153,0.062345454
1154,0.005469641
1155,0.036161453
1156,0.103981016
1157,0.100741845
1158,0.032085543
1159,0.007718555
1160,0.066711277
1161,0.115501679
1162,0.076636983
1163,0.011832033
1164,0.024113918
1165,0.094443088
1166,0.111825314
1167,0.048871933
1168,0.004531994
1169,0.04693524
1170,0.106131563
1171,0.086524259
1172,0.019692423
1173,0.014357613
1174,0.082709212
1175,0.1192308
1176,0.06678962
1177,0.007487042
1178,0.033974654
1179,0.103900276
1180,0.106895411
1181,0.037985064
1182,0.004161333
1183,0.055296619
1184,0.107214811
1185,0.076968061
1186,0.014290145
1187,0.021131071
1188,0.088409541
1189,0.109872093
1190,0.050913706
1191,0.004023715
1192,0.042622291
1193,0.105007231
1194,0.092293798
1195,0.024935928
1196,0.009875773
1197,0.070822815
1198,0.11085934
1199,0.066347714
1200,0.00786274
1201,0.028230754
1202,0.095368639
1203,0.103148292
1204,0.039471126
1205,0.005216082
1206,0.054329459
1207,0.108562912
1208,0.081660227
1209,0.01595372
1210,0.015162314
1211,0.080236037
1212,0.108158462
1213,0.055000852
1214,0.004798265
1215,0.03593467
1216,0.09752022
1217,0.091278789
1218,0.027983071
1219,0.009864397
1220,0.067406321
1221,0.110184221
1222,0.070117617
1223,0.009829699
1224,0.023918859
1225,0.089357263
1226,0.102056854
1227,0.041745429
1228,0.004082656
1229,0.049244952
1230,0.106654403
1231,0.086348858
1232,0.020547795
1233,0.011941201
1234,0.071518237
1235,0.102685818
1236,0.055549923
1237,0.005853875
1238,0.03378158
1239,0.095856202
1240,0.093713641
1241,0.03058307
1242,0.00684858
1243,0.061234724
1244,0.10908121
1245,0.075564249
1246,0.013212163
1247,0.018327433
1248,0.079300942
1249,0.096739344
1250,0.042317015
1251,0.00376834
1252,0.044884025
1253,0.103132631
1254,0.087704968
1255,0.022799037
1256,0.009247648
1257,0.065493637
1258,0.099760526
1259,0.056865256
1260,0.006305468
1261,0.031727934
1262,0.097053454
1263,0.101784475
1264,0.038570227
1265,0.004372021
1266,0.048183085
1267,0.096001632
1268,0.070239927
1269,0.012958476
1270,0.01779262
1271,0.079783234
1272,0.102199184
1273,0.049674505
1274,0.004613487
1275,0.037253467
1276,0.095106178
1277,0.08647646
1278,0.025248683
1279,0.007840389
1280,0.059931918
1281,0.096594487
1282,0.058504748
1283,0.007085028
1284,0.026913199
1285,0.090242806
1286,0.099236207
1287,0.039908628
1288,0.004356788
1289,0.045997773
1290,0.096524686
1291,0.075154695
1292,0.016459053
1293,0.014582716
1294,0.073189672
1295,0.099478769
1296,0.051520152
1297,0.004929182
1298,0.033086362
1299,0.090905708
1300,0.086404927
1301,0.026508445
1302,0.005988531
1303,0.057259524
1304,0.099178732
1305,0.065833351
1306,0.011008806
1307,0.022775288
1308,0.083625467
1309,0.097763964
1310,0.042327048
1311,0.003300879
1312,0.039766658
1313,0.091558531
1314,0.075790462
1315,0.018361531
1316,0.012035398
1317,0.068376772
1318,0.098910875
1319,0.055323564
1320,0.006103578
1321,0.028069572
1322,0.084942625
1323,0.085494021
1324,0.028800258
1325,0.005967406
1326,0.055370172
1327,0.10087782
1328,0.071290156
1329,0.012333657
1330,0.014421302
1331,0.070783331
1332,0.089984732
1333,0.041795801
1334,0.004713365
1335,0.040327333
1336,0.094496002
1337,0.082373162
1338,0.022542713
1339,0.007750547
1340,0.058761324
1341,0.092690363
1342,0.055246748
1343,0.006720577
1344,0.025624697
1345,0.083396659
1346,0.089187753
1347,0.03370015
1348,0.003958372
1349,0.045673178
1350,0.091403278
1351,0.068143581
1352,0.013447322
1353,0.01584754
1354,0.074014838
1355,0.097921132
1356,0.050370129
1357,0.005199892
1358,0.030657911
1359,0.082825791
1360,0.076965316
1361,0.022418968
1362,0.006974119
1363,0.056416854
1364,0.092990533
1365,0.058841362
1366,0.008239619
1367,0.021867623
1368,0.078916106
1369,0.089784056
1370,0.037574229
1371,0.004289539
1372,0.040699145
1373,0.086564518
1374,0.067460722
1375,0.01387146
1376,0.012943286
1377,0.069236083
1378,0.095889886
1379,0.051268344
1380,0.005170952
1381,0.029419494
1382,0.085165121
1383,0.084483893
1384,0.028623028
1385,0.004943983
1386,0.048635362
1387,0.08835961
1388,0.060678114
1389,0.01065495
1390,0.019256979
1391,0.073786764
1392,0.087682014
1393,0.03824273
1394,0.003276174
1395,0.038059724
1396,0.0876328
1397,0.073663582
1398,0.018378053
1399,0.009224741
1400,0.060339397
1401,0.090327816
1402,0.05141285
1403,0.005149088
1404,0.024773441
1405,0.079096685
1406,0.082020495
1407,0.029209241
1408,0.005283292
1409,0.049915844
1410,0.094586685
1411,0.069967601
1412,0.014315318
1413,0.012342788
1414,0.062262654
1415,0.081083343
1416,0.038068051
1417,0.003590066
1418,0.036146004
1419,0.087755247
1420,0.078641138
1421,0.023112971
1422,0.007100098
1423,0.052902501
1424,0.085254197
1425,0.051811724
1426,0.006412441
1427,0.023045046
1428,0.07742816
1429,0.084541453
1430,0.032945924
1431,0.003034299
1432,0.040229635
1433,0.083943744
1434,0.06452055
1435,0.014054675
1436,0.015178565
1437,0.069061506
1438,0.092212919
1439,0.047772045
1440,0.003865729
1441,0.026784368
1442,0.077655985
1443,0.075157778
1444,0.024103734
1445,0.006583882
1446,0.050940222
1447,0.086931175
1448,0.057645252
1449,0.00986326
1450,0.019456309
1451,0.070726618
1452,0.081535739
1453,0.034210503
1454,0.004059681
1455,0.039885571
1456,0.086036752
1457,0.069981341
1458,0.016937347
1459,0.010005651
1460,0.058918656
1461,0.085147594
1462,0.046624297
1463,0.004292956
1464,0.025254549
1465,0.076313471
1466,0.076663515
1467,0.026013371
1468,0.005011451
1469,0.047409066
1470,0.086567573
1471,0.060858627
1472,0.010829534
1473,0.014558014
1474,0.064243669
1475,0.079643246
1476,0.036292936
1477,0.004444284
1478,0.036880987
1479,0.084065266
1480,0.071846229
1481,0.018853292
1482,0.007369003
1483,0.053589513
1484,0.082681732
1485,0.047945527
1486,0.005000039
1487,0.023324386
1488,0.075475049
1489,0.079869583
1490,0.0297185
1491,0.004025015
1492,0.043085489
1493,0.085222608
1494,0.064412545
1495,0.014084595
1496,0.013330517
1497,0.061582236
1498,0.080427026
1499,0.038936361
1500,0.003097876
1501,0.030861146
1502,0.07954233
1503,0.072790563
1504,0.021229244
1505,0.005699277
1506,0.049671472
1507,0.08275639
1508,0.052634836
1509,0.007728989
1510,0.019859283
1511,0.070011329
1512,0.078506878
1513,0.031554247
1514,0.003321311
1515,0.038492227
1516,0.081489023
1517,0.06445175
1518,0.014452926
1519,0.010225922
1520,0.057397249
1521,0.080117304
1522,0.041997311
1523,0.004130124
1524,0.027989232
1525,0.077284599
1526,0.074711879
1527,0.024030416
1528,0.004254553
1529,0.0451566
1530,0.080966557
1531,0.055018787
1532,0.009230749
1533,0.016999553
1534,0.066486184
1535,0.079404727
1536,0.035123994
1537,0.003096392
1538,0.032541205
1539,0.074808548
1540,0.061532796
1541,0.014031033
1542,0.009743869
1543,0.058672094
1544,0.086117554
1545,0.049845697
1546,0.006573323
1547,0.022587321
1548,0.069856775
1549,0.071635548
1550,0.024649868
1551,0.004042024
1552,0.043587965
1553,0.081538336
1554,0.058179674
1555,0.010468796
1556,0.013653829
1557,0.062310922
1558,0.079183499
1559,0.037647349
1560,0.003730325
1561,0.031322747
1562,0.076803157
1563,0.06821154
1564,0.019066465
1565,0.006523471
1566,0.048981188
1567,0.077493599
1568,0.046055693
1569,0.005225276
1570,0.021788813
1571,0.071858987
1572,0.077550107
1573,0.029943939
1574,0.003778581
1575,0.040071487
1576,0.081699693
1577,0.063393106
1578,0.013928754
1579,0.009777918
1580,0.054543594
1581,0.074875117
1582,0.038012861
1583,0.003690237
1584,0.02834999
1585,0.07448716
1586,0.069560773
1587,0.02112438
1588,0.005315534
1589,0.04662507
1590,0.079326413
1591,0.051578895
1592,0.007252716
1593,0.01610861
1594,0.063350333
1595,0.073583919
1596,0.030787187
1597,0.003765007
1598,0.036756972
1599,0.078816659
1600,0.064018606
1601,0.015416429
1602,0.008248484
1603,0.051141883
1604,0.073675396
1605,0.039374838
1606,0.004093949
1607,0.026801119
1608,0.074611969
1609,0.073511
1610,0.025072574
1611,0.004308508
1612,0.041722497
1613,0.076015709
1614,0.051968532
1615,0.008114097
1616,0.015246962
1617,0.063459957
1618,0.077135928
1619,0.034547179
1620,0.002720209
1621,0.03205003
1622,0.076960234
1623,0.067693499
1624,0.019609548
1625,0.007839192
1626,0.048513732
1627,0.07468385
1628,0.043768815
1629,0.005019749
1630,0.020246248
1631,0.06483985
1632,0.067108036
1633,0.02329592
1634,0.004602689
1635,0.043950603
1636,0.082145566
1637,0.060023839
1638,0.011783933
1639,0.011812553
1640,0.058373592
1641,0.077233367
1642,0.038904425
1643,0.004274241
1644,0.027455413
1645,0.070411501
1646,0.064124565
1647,0.018333842
1648,0.005567487
1649,0.045478716
1650,0.073751793
1651,0.044983632
1652,0.005632846
1653,0.020458798
1654,0.068873238
1655,0.076184362
1656,0.031126997
1657,0.003836522
1658,0.035546883
1659,0.07422739
1660,0.057636714
1661,0.01199173
1662,0.01005855
1663,0.055408371
1664,0.076516421
1665,0.040149415
