
High Pass filter

-23,0

-22,0

-6,0

-26,0

-35,0

-35,0

-34,0

-48,0

-42,0

-32,0

-11,0

-1,0

0,0

0,0

-4,0

-9,0

-23,0

-13,0

-31,0

-16,0

-20,0

-15,0

-9,0

0,0

11,0

11,0

7,0

2,0

-6,0

-21,0

-35,0

-30,0

-43,0

-23,0

-22,0

-2,0

13,0

3,0

9,0

9,0

-14,0

-14,0

-28,0

-33,0

-17,0

-12,0

-6,0

-6,0

0,0

-20,0

-4,0

-13,0

-12,0

-12,0

-21,0

-6,0

-15,0

-5,0

-9,0

10,0

21,0

16,0

7,0

7,0

-1,0

-6,0

0,0

-15,0

0,0

0,0

26,0

26,0

16,0

31,0

32,0

32,0

13,0

13,0

0,0

-5,0

-4,0

0,0

21,0

31,0

21,0

16,0

17,0

17,0

3,0

-1,0

-10,0

-5,0

5,0

5,0

21,0

21,0

32,0

32,0

42,0

37,0

43,0

48,0

43,0

48,0

64,0

98,0

118,0

123,0

123,0

122,0

108,0

97,0

113,0

132,0

152,0

176,0

181,0

195,0

205,0

194,0

189,0

168,0

153,0

132,0

118,0

107,0

102,0

102,0

97,0

92,0

72,0

67,0

28,0

3,0

-15,0

-45,0

-54,0

-78,0

-92,0

-101,0

-114,0

-109,0

-82,0

-87,0

-85,0

-70,0

-84,0

-73,0

-92,0

-101,0

-104,0

-119,0

-97,0

-92,0

-80,0

-75,0

-59,0

-63,0

-67,0

-66,0

-80,0

-75,0

-88,0

-83,0

-76,0

-81,0

-64,0

-49,0

-38,0

-33,0

-41,0

-36,0

-35,0

-50,0

-39,0

-48,0

-52,0

-17,0

-6,0

18,0

34,0

54,0

94,0

148,0

258,0

435,0

633,0

863,0

1098,0

1360,0

1627,0

1852,0

1967,0

1936,0

1693,0

1291,0

777,0

246,0

-226,0

-582,0

-757,0

-763,0

-648,0

-496,0

-348,0

-281,0

-249,0

-257,0

-240,0

-224,0

-177,0

-146,0

-119,0

-89,0

-82,0

-82,0

-75,0

-80,0

-79,0

-93,0

-92,0

-86,0

-95,0

-104,0

-107,0

-92,0

-90,0

-80,0

-78,0

-68,0

-77,0

-71,0

-80,0

-84,0

-78,0

-82,0

-76,0

-86,0

-84,0

-79,0

-57,0

-47,0

-56,0

-70,0

-79,0

-73,0

-82,0

-82,0

-70,0

-65,0

-44,0

-38,0

-42,0

-47,0

-36,0

-40,0

-34,0

-54,0

-58,0

-52,0

-66,0

-51,0

-34,0

-24,0

-8,0

-13,0

-7,0

-2,0

-1,0

-11,0

-20,0

-20,0

-29,0

-4,0

6,0

31,0

42,0

57,0

57,0

72,0

53,0

62,0

68,0

87,0

93,0

122,0

142,0

152,0

177,0

196,0

205,0

215,0

219,0

199,0

213,0

242,0

246,0

270,0

284,0

308,0

321,0

335,0

339,0

343,0

341,0

330,0

333,0

327,0

345,0

354,0

362,0

361,0

364,0

368,0

341,0

340,0

304,0

283,0

247,0

227,0

186,0

166,0

160,0

145,0

134,0

134,0

119,0

99,0

74,0

59,0

19,0

0,0

-4,0

1,0

1,0

2,0

-2,0

-1,0

-31,0

-24,0

-49,0

-43,0

-58,0

-66,0

-81,0

-59,0

-49,0

-48,0

-43,0

-41,0

-36,0

-35,0

-60,0

-73,0

-83,0

-81,0

-76,0

-74,0

-64,0

-48,0

-28,0

-27,0

-51,0

-50,0

-50,0

-43,0

-53,0

-52,0

-52,0

-30,0

-35,0

-19,0

-19,0

-8,0

11,0

2,0

-2,0

-11,0

-21,0

-15,0

-25,0

-9,0

-8,0

-2,0

16,0

12,0

-7,0

3,0

3,0

-5,0

-10,0

-23,0

-18,0

-7,0

-12,0

3,0

3,0

0,0

-5,0

0,0

-19,0

-33,0

-68,0

-61,0

-46,0

-35,0

-30,0

-23,0

-13,0

-22,0

-27,0

-16,0

-41,0

-40,0

-49,0

-53,0

-58,0

-71,0

-56,0

-55,0

-39,0

-38,0

-38,0

-32,0

-52,0

-55,0

-65,0

-68,0

-63,0

-52,0

-47,0

-35,0

-30,0

-14,0

-19,0

-38,0

-52,0

-41,0

-51,0

-60,0

-59,0

-68,0

-48,0

-26,0

-16,0

-15,0

-15,0

-24,0

-44,0

-58,0

-52,0

-61,0

-56,0

-49,0

-34,0

-23,0

-13,0

-17,0

-17,0

-16,0

-30,0

-39,0

-44,0

-63,0

-52,0

-51,0

-46,0

-30,0

-15,0

-8,0

-13,0

-22,0

-32,0

-41,0

-41,0

-49,0

-49,0

-43,0

-28,0

-12,0

2,0

-16,0

-10,0

-9,0

-24,0

-38,0

-38,0

-47,0

-56,0

-40,0

-25,0

-14,0

0,0

6,0

11,0

7,0

-7,0

-31,0

-31,0

-34,0

-44,0

-43,0

-18,0

-7,0

7,0

8,0

8,0

-5,0

0,0

-19,0

-19,0

-23,0

-17,0

-16,0

3,0

9,0

28,0

34,0

14,0

20,0

15,0

6,0

6,0

-7,0

-7,0

8,0

3,0

4,0

14,0

10,0

35,0

30,0

40,0

41,0

21,0

17,0

17,0

27,0

42,0

48,0

68,0

88,0

93,0

113,0

112,0

118,0

112,0

122,0

112,0

127,0

121,0

137,0

176,0

210,0

219,0

214,0

213,0

198,0

172,0

162,0

151,0

161,0

160,0

165,0

189,0

184,0

163,0

148,0

118,0

58,0

38,0

9,0

-15,0

-29,0

-28,0

2,0

2,0

3,0

-21,0

-20,0

-40,0

-34,0

-34,0

-32,0

-47,0

-41,0

-36,0

-49,0

-39,0

-28,0

-28,0

-27,0

-17,0

-16,0

-30,0

-39,0

-34,0

-13,0

-13,0

-12,0

-2,0

13,0

28,0

19,0

19,0

5,0

10,0

6,0

11,0

